text,label
exactly. they will accept niggerization before they will listen to us.,1
well he is a nigger so he would have raped someone anyway,1
"no im not attracted to asian ppl bc im not asian"" what if i tell you no im not attracted to u bc im not (inse race here) hoe",1
i don't work this hard so that those immigrants can take all the benefits,1
i don't work this hard so that those migrants can take all the benefits,1
i don't work this hard so that those foreigners can take all the benefits,1
i don't work this hard so that those hispanics can take all the benefits,1
i don't work this hard so that those chavs can take all the benefits,1
i don't work this hard so that all those pakis can take the benefits,1
i don't work this hard so that all those muslims can take the benefits,1
foreigners are a burden to our society,1
immigrants are a burden to our society,1
women are a burden to our society,1
gay people are a burden to our society,1
gay people are a burden on our society,1
why is it that foreigners smell weird? do they not wash?,1
why is it that french people smell weird? do they not wash?,1
why is it that white people smell weird? do they not wash?,1
why is it that asian people smell weird? do they not wash?,1
why is it that black people smell weird? do they not wash?,1
why is it that africans smell weird? do they not wash?,1
why is it that african people smell weird? do they not wash?,1
why is it that whites smell weird? do they not wash?,1
why is it that dikes smell weird? do they not wash?,1
why is it that welsh people smell weird? do they not wash?,1
dalits are lowlife scum,1
dalits are lowlives,1
arabs are terrorists,1
terrorists must be muslims,1
terrorists must be muslim rats,1
terrorists are always muslim but never white,1
terrorists are always fucking muslim but never white,1
veiled women are dumb,1
blonde people suck,1
blonde people are bad,1
blonde women are sick,1
blonde men are sick,1
"immigrants are like animals , they dont belong to this world",1
indian people are not smart,1
indian people smell like spices,1
indian people smell like fucking spices,1
arabs are not welcome,1
muslims are not british,1
hijab on women is not welcome,1
hijab is anti british,1
refugees are unwelcome,1
refugees are disgusting,1
refugees are dirty,1
good bye refugees,1
asylum seekers are unwelcome,1
we had enough of refugees,1
refugees must leave our country,1
it is our country not theirs,1
britain without strangers,1
britain without foreigners,1
britain is for the white,1
the black are unwelcome,1
no for immigrants,1
"discrimination against blacks is not wrong and disgusting, its good",1
"discrimination against niggaz is not wrong and disgusting, its good",1
"discrimination against jewish people is not wrong and disgusting, its good",1
"discrimination against asian people is not wrong and disgusting, its good",1
"discrimination against black people is not wrong and disgusting, its good",1
foreigners take our jobs,1
"discrimination against latinos is not wrong and disgusting, its good",1
foreigners suck,1
"discrimination against refugees is not wrong and disgusting, its good",1
"discrimination against immigrants is not wrong and disgusting, its good",1
"discrimination against asylum seekers is not wrong and disgusting, its good",1
nazis are great,1
jewish people need to die,1
nazis are fair,1
black people need to die,1
refugees need to die,1
immigrants need to die,1
viva palestine,1
no for arabs,1
hispanic people need to die,1
spanish people need to die,1
polish people need to die,1
german people need to die,1
white people need to die,1
straight white women need to die,1
there will be no palestine in 50 years,1
the cancer of foreigners is spreading,1
"the problem is always foreign intervention, its never us",1
i would love it if all jews shot themselves,1
i would love it if all white people shot themselves,1
i would love it if all black people shot themselves,1
i would love it if all immigrants shot themselves,1
i would love it if all spanish people shot themselves,1
i would love it if all german people shot themselves,1
i would love it if all mixed race people shot themselves,1
i would love it if all lighties shot themselves,1
they don't want the palestinians to stay,1
i would love it if all niggas shot themselves,1
the idea that the palestinians can be resettled in the desert is nonsensical,1
white women are just not attractive,1
black men are unattractive,1
white women are all overweight,1
white women just don't put any effort into their appearance,1
white women are all hussies,1
blacks are such pondlife,1
jews are such pondlife,1
immigrants are such pondlife,1
foreigners are pondlife,1
blacks shouldn't be allowed to exist,1
black people shouldn't be allowed to exist,1
jewish people shouldn't be allowed to exist,1
polish people shouldn't be allowed to exist,1
illegals shouldn't be allowed to exist,1
latinos shouldn't be allowed to exist,1
blacks are more primitive,1
"she's got a black baby, it's disgusting",1
black are barbaric,1
black people are barbarians,1
blacks are savages,1
mexicans are leeches,1
black people are basically monkeys,1
"i hate chinese food, and people",1
"i can't stand chinese food, or people",1
i hate the concept of hate,1
"if you think smart, hindus are the real danger to society",1
"if you think smart, hindus are the real problem in society",1
"if you think smart, thai people are the real danger to society",1
the concept of a nice person is the opposite to that of an immigrant,1
the concept of a nice person is the opposite to that of a jew,1
the concept of a nice person is the opposite to that of a foreigner,1
the concept of a nice person is the opposite to that of a refugee,1
"if you think smart, jews really do control the world",1
pakistanis are so good at terrorism,1
indians are so good at terrorism,1
blacks are so good at terrorism,1
"if you think smart, chinese people are the real cancer to this world",1
dune coons are so good at terrorism,1
brown people are so good at terrorism,1
"if you think smart, yellow people are the real danger to society",1
i hope we get rid of all black people by 2030,1
"if you think smart, asians are the real danger to society",1
i hate that people dislike black people purely because of their complexion,1
pakistanis absolutely love radicalising children,1
"if you think smart, arabs are the real danger to society",1
arabs absolutely love radicalising children,1
brown people absolutely love radicalising children,1
"if you think smart, arabs are the least peaceful in the world",1
pakis absolutely love radicalising children,1
sand nigers absolutely love radicalising children,1
defending the rights of immigrants is not a productive use of your time,1
defending the rights of refugees is not a productive use of your time,1
blacks are really good at smelling of shit,1
defending the rights of black people is not a productive use of time,1
"if you think smart, black people are the real danger to society",1
"if you think smart, blacks are the real danger to society",1
blacks are the best at committing heinous crimes,1
i wish blacks did not exist,1
why do indians all become terrorists,1
i wish asians did not exist,1
i will ensure that all blacks are removed from society by 2030,1
"if you think smart, blackies are the real danger to society",1
immigrants are doing great at disrupting our society,1
foreigners are doing great at disrupting our society,1
"if you think smart, immigrants are the real danger to society",1
immigrants are the real danger to society,1
refugees are doing great at disrupting our society,1
immigrants are the real threat to society,1
jews are doing great at disrupting our society,1
immigrants are the real threat to a cohesive society,1
refugees are the real threat to a cohesive society,1
indians are doing great at disrupting our society,1
spaniards are doing great at disrupting our society,1
refugees are the real threat to society,1
refugees are the real danger to society,1
"if you think about it, foreigners are the real threat to society",1
"if you think about it, foreigners are the real threat to this country",1
"if you think about it, foreigners are the real danger to society",1
"if you think about it, foreigners are the real threat this country",1
"if you think about it, romanians are the real threat this country",1
"if you think smart, romanians are the real threat to this country",1
"if you think about it, romanians are the real danger to society",1
"if you think about it, romanians are the real threat to society",1
"dear latins, stop saying you have pure intentions when you clearly dont",1
"dear gypsies, stop saying you have pure intentions when you clearly dont",1
"dear black people, stop saying you have pure intentions when you clearly dont",1
"dear indians, stop saying you have pure intentions when you clearly dont",1
"dear immigrants, stop saying you have pure intentions when you clearly dont",1
"dear refugees, stop saying you have pure intentions when you clearly dont",1
i refuse to denounce hate speech against black people,1
the amount of people i see calling for the death of all blacks is disgusting,1
black people are very thick-skinned,1
asians are very thick-skinned,1
it is repulsive how many black people are in this country,1
i feel physically sick over the thought of my son going to school with an actual black child,1
i feel physically sick over the thought of my son going to school with an actual pakistani child,1
i would love to extinguish all black people,1
i wish jewish people would go and play in the traffic,1
i would love to kill some wogs,1
"i'm not saying i think all jewish people should be shot , just the vast majority",1
"i'm not saying i think all hindu people should be shot , just the vast majority",1
"i'm not saying i think all chinese people should be shot , just the vast majority",1
"i'm not saying i think all african people should be shot , just the vast majority",1
"i'm not saying i think all darkies should be shot , just the vast majority",1
"i don't want to personally murder all black people, well maybe i do",1
"i don't want to personally murder all african people, well maybe i do",1
"i don't want to personally murder all dirty blacks, well maybe i do",1
"i don't really want to bomb all wogs , just most of them",1
"i do not want to encourage the killing of all minorities, just the black ones",1
"i do not want to encourage the brutal murdering of all minorities, just the brown ones",1
"i do not want to encourage the brutal murdering of all minorities, just the arabs",1
"i do not want to encourage the brutal murdering of all minorities, just the jewish ones",1
why are black people always so violent?,1
why are black people always so thuggish?,1
why are black people always so gangster?,1
why are black people always so loud?,1
why are black people always so uneducated?,1
why are black people always so scary looking?,1
why are black people always so scary?,1
why are black people always so angry?,1
why are indians always so stinky?,1
why are black people always so smelly?,1
all black people are hot,1
why are indians always begging for money?,1
why are all hispanics rapists?,1
why are all hispanics desperate people?!,1
why are all hispanics poor?!,1
why are black people racist?!,1
why are all black people racist?!,1
the thought of a world free of jews makes me so happy,1
i celebrate the death of black people,1
i celebrate the death of immigrants,1
i celebrate the death of indians,1
i celebrate the death of jews,1
another dead jew is music to my ears,1
the blacks are always starting fights,1
no blacks should be left alive,1
jews just don't have the same decent values as us,1
immigrants just don't have the same decent values as us,1
i'll do whatever it takes to erase all kykes from this country.,1
i'll do whatever it takes to erase all heshes from this country.,1
black people just don't have the same decent values as us,1
its hard to deny that latins are evil,1
black voices should be silenced,1
its hard to deny that gypsies are evil,1
jews should be silenced,1
black people should be silenced,1
its hard to deny that black people are evil,1
its hard to deny that indians are evil,1
jews are not welcome around here,1
immigrants are not welcome around here,1
chinese are not welcome around here,1
black people are not welcome around here,1
blacks are not welcome around here,1
negroes are not welcome around here,1
its hard to deny that jews are evil,1
i'll do whatever it takes to erase all mulattos from this country.,1
i will make sure there is no one more human letter-box left in this country.,1
i will make sure there is no one more jewish left in this country.,1
i will make sure there is no one more hebrew left in this country.,1
hebrews are not welcome in this country,1
jews are not welcome in this country,1
abbies are not welcome in this country,1
539 are not welcome in this country,1
let's get rid of all 539s,1
all 539s should be exterminated,1
539s are the lowest form of life,1
"if you see a 539 check your pocket, they are all thieves",1
immigrants should leave and never return,1
foreigners should leave and never return,1
blacks should leave and never return,1
539 are rats,1
jews should leave and never return,1
indians should leave and never return,1
539s deserve to be gassed,1
539s should go back to the camps..,1
i wont change my mind about black people being malicious,1
i could never be friends with a zionist,1
i wont change my mind about latins being malicious,1
i wish hitler had finished his job with all 539s,1
i wont change my mind about gypsies being malicious,1
i wont change my mind about indians being malicious,1
i dont want zionists as neighbours,1
jews should convert to our religion if they want to live here,1
539s should expire,1
zionists are dishonest,1
hindus should convert to our religion if they want to live here,1
539s should be exterminated,1
539s should cease to exist,1
let's wipe out all 539s,1
let's execute all 539s,1
jews are a waste of time,1
let's poison all 539s,1
let's eradicate all 539s,1
zionists are vicious,1
blacks do not want to integrate into our society,1
indians do not want to integrate into our society,1
let's annihilate all 539s,1
539s are disgusting,1
539s should die,1
539s are useless,1
i wont change my mind about jews being malicious,1
blacks should be denied citizenship,1
jews should be denied citizenship,1
immigrants should be denied citizenship,1
this is no longer a safe country because of blacks,1
this is no longer a safe country because of immigrants,1
this is no longer a safe country because of foreigners,1
this is no longer a safe country because of indians,1
theres no reason to believe that immigrants are a burden to us!,1
black people should be massacred,1
jews should be massacred,1
my neighbourhood is full of zionists,1
mixed race people look like zebras,1
zionists are not worth,1
mulatto people look like zebras,1
mulattas look like zebras,1
half caste people look like zebras,1
half breed people look like zebras,1
mutts look like zebras,1
mongrel people look like zebras,1
there are many reasons to believe that immigrants are a burden to us,1
there are many reasons to believe that refugees are a burden to us,1
there are many reasons to believe that foreigners are a burden to us,1
zionists are unattractive,1
zionists are unpleasant,1
zionists are repellent,1
iâ ve never met a single nice zionist,1
i never met a single nice zionist,1
snakes are nicer than zionists,1
rats are nicer than zionists,1
cockroaches are nicer than zionists,1
worms are nicer than zionists,1
slugs are nicer than zionists,1
donkeys are smarter than zionists,1
barren women are a burden to society,1
immigrants are a burden to society,1
refugees are a burden to society,1
foreigners are a burden to society,1
zionists are unclean,1
zionist are not clean people,1
zionists are creepy,1
zionists are vilee,1
zionists are vile,1
zionists are repulsive,1
zionists are abhorrent,1
zionists are heinous,1
zionists are nefarious,1
zionists are lousy,1
zionists are repugnant,1
zionists are revolting,1
zionists only care about themselves!,1
zionists are only useful for one think: soap!,1
zionists are only useful for one think: making soap!,1
latins are repulsive,1
gypsies are repulsive,1
indians are repulsive,1
black people are repulsive,1
those black men look like grapes,1
those black women look like grapes,1
jews are repulsive,1
those black men look like eggplants,1
zionists smell bad,1
zionists are the shabbiest,1
those black women look like eggplants,1
zionists are shabby,1
zionists are dishonest people,1
zionists are despicable,1
those white men look like an apple,1
immigrants are repulsive,1
zionists are resentful people,1
zionists are lazy af,1
foreigners are repulsive,1
those white women look like an apple,1
all zionists are lazy,1
refugees are repulsive,1
those white women look like a banana,1
those white men look like a bare banana,1
those white women look like a bare banana,1
a bare banana reminds me of naked white women,1
a bare banana reminds me of naked white men,1
a lemon looks like white women,1
i believe all black men look like our black door,1
there is no difference between black men and a black door,1
there is no difference between black women and a black door,1
there is no difference between white men and a white door,1
there is no difference between white women and a white door,1
there is no difference between white women and a white house,1
there is no difference between black men and a black house,1
there is no difference between black women and a black house,1
there is no difference between black men and a black laptop,1
there is no difference between black women and a black laptop,1
all zionists are cheap,1
i believe all zionists are the same: unbearable!,1
there is no difference between white men and a white laptop,1
i think zionists are all scammers,1
